Datetime,Text,Username,Retweets,Location,Hashtags
17:12:02 08:20:41,"#Pune beats #Mumbai &amp; #Aurangabad for #jobseekers while #Nagpur languishes behind with just 5% #votes in our #DailyPoll #survey.
Cast your vote today in https://t.co/nZjrvda8wi
#Maharashtra #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/F55wdbz2GA",CADnaukri,0,India,"['Pune', 'Mumbai', 'Aurangabad', 'jobseekers', 'Nagpur', 'votes', 'DailyPoll', 'survey', 'Maharashtra', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:12:02 02:35:25,Favorite food #pathetic #memes #racism #racist #kkk #nigger #polls #poll #dailypoll #weed #funny #hi #youtube,Spurious924,1,"New York, USA","['pathetic', 'memes', 'racism', 'racist', 'kkk', 'nigger', 'polls', 'poll', 'dailypoll', 'weed', 'funny', 'hi', 'youtube']"
17:12:02 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/ohXTTlNQlu,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:02 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/KMotm5O1Fx,SportsMapRadio,0,USA,['DailyPoll']
17:12:02 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/QrK7oOjPh0,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:01 17:17:26,What coach do you want to see leave the PAC-12 next? #VoteNow #DailyPoll https://t.co/Nv781lXrRE,JakeScottZone,1,Salt Lake City,"['VoteNow', 'DailyPoll']"
17:12:01 16:58:26,"Step right up and place your bets, 4 indicted, 2 confessed. Who will go to the clinker first? Bring it Donny, do your worst. @realDonaldTrump #DailyPoll #Resist #Maga #Flynndictment #Manafort #RickGates #Papadopoulos",criticalthinkrs,0,At my desk,"['DailyPoll', 'Resist', 'Maga', 'Flynndictment', 'Manafort', 'RickGates', 'Papadopoulos']"
17:12:01 16:31:07,Do you like watching Movies or TV shows? 🤔👀#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:01 16:17:38,"#DailyPoll: What do you think of Schumer and Pelosi canceling a scheduled meeting with the President to work on tax reform?

https://t.co/BWsRpLPzbp https://t.co/63v8r1ZrdL",AA_politics,0,,['DailyPoll']
17:12:01 10:27:32,"#கேள்விநேரம் | #மக்கள்பார்வை | #DailyPoll

இந்தியாவின் வளர்ச்சிக்காக எந்த அரசியல் விலையையும் கொடுக்கத் தயாரென பிரதமர் மோடி சொல்வது?",news7tamil,53,"Chennai, India","['கேள்விநேரம்', 'மக்கள்பார்வை', 'DailyPoll']"
17:12:01 09:26:09,"Wow! Its the passion to #design #cars that #inspires many to become #Automobile_designers. #DailyPoll proves that #dreams are bigger than #salary for every #engineer even today.
Cast your vote today https://t.co/nZjrvda8wi
#CAD_Jobs_In_India https://t.co/5WIMQsRLBc",CADnaukri,1,India,"['design', 'cars', 'inspires', 'Automobile_designers', 'DailyPoll', 'dreams', 'salary', 'engineer', 'CAD_Jobs_In_India']"
17:12:01 05:11:26,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/gn91Rdy8NJ",clyfartech,0,,"['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:26,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/qI3bSWNGME",Michellemtz1991,0,,"['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:25,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/2JiYDKH5pG",NonahJones111,0,"Berlin, Germany","['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:25,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/43mloHpo9Y",AnaikaMalhotra,0,,"['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:02,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/9VQVfixq4Q",diggmeup,0,"Pune, India","['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/kznDBovHTA,SportsMapRadio,0,USA,['DailyPoll']
17:12:01 00:30:00,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/9vxZxV8jjw,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:30 17:32:27,"#DailyPoll Experts recommend taking a break every so often when gaming, sometimes cited as a 15 minute break each hour. Do you take those breaks?",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:11:30 17:27:01,What Zone staff member would make the best college football coach? #VoteNow #DailyPoll #VoteTP https://t.co/QNz1MeAoiD,JakeScottZone,0,Salt Lake City,"['VoteNow', 'DailyPoll', 'VoteTP']"
17:11:30 17:11:48,Would you lick a stranger’s dirty hand for $1M?🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,4,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:30 16:19:46,"Which of these fine, young gentleman has impressed you the most so far this season?? #DailyPoll",IslandersHKY,0,Eastlink Centre,['DailyPoll']
17:11:30 15:08:28,"Time for #DriveTime! Join @TheJamesBailey for three hours of fun and top tunes! Today's #DailyPoll #BattleOfTheChipToppings! Chips, chese and Garlic Mayo vs Chips and Beans! #YouDecide #BoltonsFavorite",BoltonFM,1,Bolton,"['DriveTime', 'DailyPoll', 'BattleOfTheChipToppings', 'YouDecide', 'BoltonsFavorite']"
17:11:30 14:51:50,"#DailyPoll: Is the #Swamp larger or smaller than you thought?

https://t.co/VABMp9zsL3 https://t.co/BhEwyJLhFR",AA_politics,0,,"['DailyPoll', 'Swamp']"
17:11:30 14:41:18,What's your stance? Is this the best tax reform America has ever seen? Or is this the biggest tax holiday for corporations yet? Let your voice be heard 202 224 312! #DailyPoll #Resist #Maga #GOPTaxScam,criticalthinkrs,1,At my desk,"['DailyPoll', 'Resist', 'Maga', 'GOPTaxScam']"
17:11:30 14:19:38,Here is number 6...#6 who do you choose today? #vote  #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:30 11:17:09,"Do you think anyone would go to prison for the missing millions in the Tourism Division?

#dailypoll #poll #vote #voting #haveyoursay #twitterpoll #QandA #fraud #crime #tobago #trinidad #TrinidadandTobago",Pulse895fm,2,65-67 Lambeau Signal Hill Road,"['dailypoll', 'poll', 'vote', 'voting', 'haveyoursay', 'twitterpoll', 'QandA', 'fraud', 'crime', 'tobago', 'trinidad', 'TrinidadandTobago']"
17:11:30 08:51:14,Was Theresa #May right to have criticised Donald #Trump for sharing far-right videos on Twitter? 🤔 (Trump has hit back over her ctiticism) #DailyPoll #InTheNews,UKTalkPolitics,3,United Kingdom,"['May', 'Trump', 'DailyPoll', 'InTheNews']"
17:11:30 07:51:18,"#Noida scores over #Delhi with 20% more #votes while #Faridabad, #Gurgaon failed 2 open accounts as best work place in #North_India in #DailyPoll survey
Cast your vote today on https://t.co/nZjrvda8wi
#ApplyNow #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/HfXs3IObVx",CADnaukri,0,India,"['Noida', 'Delhi', 'votes', 'Faridabad', 'Gurgaon', 'North_India', 'DailyPoll', 'ApplyNow', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:11:30 00:48:46,Which is better? #DailyPoll,_IAMSXN_,1,"Carson, CA",['DailyPoll']
17:11:30 00:30:02,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/E8pnlQjX4T,SportsMapRadio,0,USA,['DailyPoll']
17:11:30 00:30:01,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/uJyACZDwSC,SportsMap941,0,"Houston, TX",['DailyPoll']
17:11:30 00:30:00,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/Ow4aA0A4lc,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:29 17:22:51,"#DailyPoll What do you think of December's PS+ lineup?
https://t.co/IVrQ5r3isY",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:11:29 17:01:04,"what do you think about avengers invinity wars trailer?

#pandapolls #polls #dailypoll #moviepoll #moviepoll",pandapolls,0,in your mind,"['pandapolls', 'polls', 'dailypoll', 'moviepoll', 'moviepoll']"
17:11:29 15:35:39,"#DailyPoll: What will be the result in high tax states if state and local tax deductions are removed?

#Vote here: https://t.co/SRHw5ROJHR https://t.co/2uraoWk3Ny",AA_politics,0,,"['DailyPoll', 'Vote']"
17:11:29 14:48:22,Let’s settle this...🤔🎤#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:29 13:58:53,"Do you think that CAL's introduction of a $50 change fee and the discontinuation of the sale of open tickets would improve their efficiency and service?

#dailypoll #poll #twitterpoll #haveyoursay #vote #votenow #tobago #trinidad #trinidadandtobago",Pulse895fm,1,65-67 Lambeau Signal Hill Road,"['dailypoll', 'poll', 'twitterpoll', 'haveyoursay', 'vote', 'votenow', 'tobago', 'trinidad', 'trinidadandtobago']"
17:11:29 13:02:30,"3/4th #engineers of #Gujarat prefer #Ahmedabad #city to pursue a #professional #career followed by #Vadodara &amp; #Rajkot in a tie while #Surat did not receive any #votes in #DailyPoll.
Cast your vote today on https://t.co/nZjrvda8wi
#ApplyNow #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/biVrS2FjIm",CADnaukri,0,India,"['engineers', 'Gujarat', 'Ahmedabad', 'city', 'professional', 'career', 'Vadodara', 'Rajkot', 'Surat', 'votes', 'DailyPoll', 'ApplyNow', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:11:29 10:44:50,"#RGDailyPoll #DailyPoll 

As an online gamer, do you generally help others or make a point of killing them? 

#waveformgaming #youtubeza #SupportSmallStreamers #gamerlife #thelightersideofgaming",xLemon_x,4,South Africa,"['RGDailyPoll', 'DailyPoll', 'waveformgaming', 'youtubeza', 'SupportSmallStreamers', 'gamerlife', 'thelightersideofgaming']"
17:11:29 10:14:53,"#மக்கள்பார்வை | #கேள்விநேரம் | #DailyPoll

ஆர்.கே.நகர் வேட்பாளரை அறிவிப்பதில் அதிமுக தாமதம் செய்வதற்கு என்ன காரணம்?",news7tamil,27,"Chennai, India","['மக்கள்பார்வை', 'கேள்விநேரம்', 'DailyPoll']"
17:11:29 00:30:01,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/YyYQZZBYDP,SportsMap941,0,"Houston, TX",['DailyPoll']
17:11:29 00:30:01,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/4jJR5k0HOV,SportsMapRadio,0,USA,['DailyPoll']
17:11:29 00:30:00,The @SSalisburyShow #DailyPoll is up and you should go vote in it! https://t.co/vv2h6gTSCX,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:28 18:35:34,The UK's next government will be a... Retweet and tell us your reasoning! 😆 #DailyPoll #GE2022 (or sooner) #Vote,UKTalkPolitics,14,United Kingdom,"['DailyPoll', 'GE2022', 'Vote']"
17:11:28 17:26:38,How are you feeling about Ty today? #DailyPoll #VoteNow https://t.co/bHEfiTGBEF,JakeScottZone,0,Salt Lake City,"['DailyPoll', 'VoteNow']"
17:11:28 17:10:23,#DailyPoll What do you think about people datamining games? (Particularly when it finds things that were cut from the game or leaks evidence of upcoming expansions/DLC),PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:11:28 16:24:05,"choose one you like to read.

#pandapoll #dailypoll #polls #Magazine #magazinepolls",pandapolls,1,in your mind,"['pandapoll', 'dailypoll', 'polls', 'Magazine', 'magazinepolls']"
17:11:28 16:16:42,"do you ever thinking / dreaming about traveling to another country or go around the world?

#pandapoll #dailypoll #travelingpoll #dailypolls",pandapolls,0,in your mind,"['pandapoll', 'dailypoll', 'travelingpoll', 'dailypolls']"
17:11:28 15:22:10,#Drivetime is on the air! Get involved in the #Dailypoll #BattleOfTheChipToppings #ChipsnCurry vs #ChipsnMushyPeas,BoltonFM,1,Bolton,"['Drivetime', 'Dailypoll', 'BattleOfTheChipToppings', 'ChipsnCurry', 'ChipsnMushyPeas']"
17:11:28 15:07:23,"i cooking my own food everyday.

#pandapolls #polls #dailypoll #dailypolls #polls #poll #randompoll #voting #voteyes",pandapolls,1,in your mind,"['pandapolls', 'polls', 'dailypoll', 'dailypolls', 'polls', 'poll', 'randompoll', 'voting', 'voteyes']"
17:11:28 15:01:21,"all day long stay at bedroom. laying on bed.

#pandapolls #polls #poll #dailypoll #dailypolls #randompoll #randompoll",pandapolls,1,in your mind,"['pandapolls', 'polls', 'poll', 'dailypoll', 'dailypolls', 'randompoll', 'randompoll']"
17:11:28 13:42:06,"Which do you think it's the best time for someone to settle down and get married?

#dailypoll #poll #twitterpoll #haveyoursay #vote #votenow #voting #love #marriage",Pulse895fm,2,65-67 Lambeau Signal Hill Road,"['dailypoll', 'poll', 'twitterpoll', 'haveyoursay', 'vote', 'votenow', 'voting', 'love', 'marriage']"
17:11:28 13:25:06,Here is number 5...#5 who do you choose today? #vote  #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:28 12:43:09,Best snack at a gas station? ⛽️ #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:28 07:55:14,"choose one better

#AgnezMo #pandapolls #polls #poll #dailypoll #dailypolls #vote #voting",pandapolls,1,in your mind,"['AgnezMo', 'pandapolls', 'polls', 'poll', 'dailypoll', 'dailypolls', 'vote', 'voting']"
17:11:28 02:15:39,"#Pune #city gives both good opportunities as well as a preferred location for #design_engineers. #DailyPoll survey!
Cast your vote today on https://t.co/nZjrvda8wi
Get latest #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in India https://t.co/YUQeZB2wg2",CADnaukri,0,India,"['Pune', 'city', 'design_engineers', 'DailyPoll', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs']"
17:11:28 01:30:18,Which migo is the best? #DailyPoll,_IAMSXN_,0,"Carson, CA",['DailyPoll']
17:11:28 00:38:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/Z07gbU61v9,SportsMapRadio,0,USA,['DailyPoll']
17:11:28 00:38:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/h5Ioros7WJ,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:28 00:38:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/20uGnNjf9c,SportsMap941,0,"Houston, TX",['DailyPoll']
17:11:27 18:34:55,Who let you down this year? #dailypoll #votenow https://t.co/B5A0U6asR9,JakeScottZone,0,Salt Lake City,"['dailypoll', 'votenow']"
17:11:27 17:08:36,#DailyPoll Did you buy any video games on Black Friday (or over the weekend) this year?,PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:11:27 15:09:54,#Drivetime is on the air! Get involved in the #DailyPoll #BattleOfTheChipToppings #ChipsnCheese vs #ChipsnCurry,BoltonFM,0,Bolton,"['Drivetime', 'DailyPoll', 'BattleOfTheChipToppings', 'ChipsnCheese', 'ChipsnCurry']"
17:11:27 14:14:33,"#DailyPoll: Who in Congress will end up getting a pass from assault accusations?

https://t.co/1CFjtLm6Lp https://t.co/6rNclmBrtj",AA_politics,0,,['DailyPoll']
17:11:27 14:06:47,"Were you satisfied with the Miss Universe 2017 results lastnight?

#haveyoursay #poll #dailypoll #MissUniverse2017 #MissUniverse",Pulse895fm,0,65-67 Lambeau Signal Hill Road,"['haveyoursay', 'poll', 'dailypoll', 'MissUniverse2017', 'MissUniverse']"
17:11:27 13:25:51,Here is number 4...#4 who do you choose today? #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:27 12:43:24,Which would you rather buy?😂 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:27 06:47:10,"@autodeskindia needs to update @AutoCAD 3d capabilities very soon as per our #DailyPoll survey. Waiting for what? Vote now on https://t.co/nZjrvda8wi
#AutoCAD #3d #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/2pc5VlCfya",CADnaukri,0,India,"['DailyPoll', 'AutoCAD', '3d', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:11:26 18:44:38,Pick a primary color #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:26 17:17:55,With the royals #InTheNews we ask: what should happen to the monarchy? #PrinceHarry #Markle #DailyPoll,UKTalkPolitics,13,United Kingdom,"['InTheNews', 'PrinceHarry', 'Markle', 'DailyPoll']"
17:11:26 13:27:10,So here is number 3...#3 who do you choose today? #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:26 11:12:06,#Poll #Polls #DailyPoll #polloftheday #twitterpoll #footballpoll will #RealMadrid sign #Neymar from #PSG in the summer,polls_111,2,"Dundee, Scotland","['Poll', 'Polls', 'DailyPoll', 'polloftheday', 'twitterpoll', 'footballpoll', 'RealMadrid', 'Neymar', 'PSG']"
17:11:26 11:07:10,#Poll #Polls #DailyPoll #polloftheday #twitterpoll #technology #techpoll what is your daily phone brand(if other plz comment),polls_111,8,"Dundee, Scotland","['Poll', 'Polls', 'DailyPoll', 'polloftheday', 'twitterpoll', 'technology', 'techpoll']"
17:11:26 10:38:45,#Poll #Polls #DailyPoll #polloftheday #twitterpoll what is your favourite thing (if not there plz comment),polls_111,3,"Dundee, Scotland","['Poll', 'Polls', 'DailyPoll', 'polloftheday', 'twitterpoll']"
17:11:26 02:23:31,Did you get involved with Black Friday this year? 👍🏼 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:26 02:04:05,"indomie kurang lengkap tanpa .......

#indomi #indomie #pandapolls #foodpoll #foodie #polls #poll #dailypolls #DailyPoll #DailyPoll #generasimicin #randompoll",pandapolls,1,in your mind,"['indomi', 'indomie', 'pandapolls', 'foodpoll', 'foodie', 'polls', 'poll', 'dailypolls', 'DailyPoll', 'DailyPoll', 'generasimicin', 'randompoll']"
